제주도,15 - 19세,39164,20588,18576,110.80
제주도,20 - 24세,27731,15147,12584,120.40
제주도,25 - 29세,32113,16232,15881,102.20
제주도,30 - 34세,35691,18085,17606,102.70
제주도,35 - 39세,45047,22516,22531,99.90
제주도,40 - 44세,46681,23868,22813,104.60
제주도,45 - 49세,43278,22144,21134,104.80
제주도,50 - 54세,38485,19501,18984,102.70
제주도,55 - 59세,27406,13574,13832,98.10
제주도,60 - 64세,24163,11737,12426,94.50
제주도,65 - 69세,21156,9817,11339,86.60
제주도,70 - 74세,18775,7941,10834,73.30
제주도,75 - 79세,14065,4971,9094,54.70
제주도,80 - 84세,7430,1775,5655,31.40
제주도,85세이상,6382,1007,5375,18.70
제주도,15세미만,100844,52618,48226,109.10
제주도,15 - 64세,359759,183392,176367,104.00
제주도,65세이상,67808,25511,42297,60.30
제주도,평균연령,38.0,36.2,39.7,-
제주도,연령중위수,38.3,37.0,39.6,-
